tournament,fristPlayer,secondPlayer,headToHeadFirst,headToHeadSecond,resultFirst,resultSecond,date
Futures 2021,Barroso Campos A.,Duquesne G.,,,2,0,04/04/2021
Futures 2021,Sinclair C.,Rivera L.,,,2,1,04/04/2021
Futures 2021,Elamin A.,Immler K.,,,2,0,04/04/2021
Futures 2021,Mikula M.,Castelletti L.,,,2,0,04/04/2021
Futures 2021,Kountourakis I.,Yitbarek S.,,,2,1,04/04/2021
Futures 2021,Shvets V.,Heaney-Secord C.,,,2,0,04/04/2021
Futures 2021,Erel Y.,Alkaya M.,,,2,0,04/04/2021
Futures 2021,Binda A.,Smits G.,,,2,1,04/04/2021
Futures 2021,Steiner M.,Mishkin K.,,,2,0,04/04/2021
Futures 2021,Carlsson Halldin L.,Ichikawa S.,,,2,0,04/04/2021
Futures 2021,Guberman Y.,Day L.,,,2,0,04/04/2021
Futures 2021,Colson T.,Marinovic F.,,,2,0,04/04/2021
Futures 2021,Ayral C.,Genier T.,,,2,1,04/04/2021
Futures 2021,Iradukunda G.,Maassen G.,,,2,0,04/04/2021
Futures 2021,Rojas O.,Wojcik Y.,,,2,1,04/04/2021
Futures 2021,Jermar J.,Gabay S.,,,2,0,04/04/2021
Futures 2021,Pokorny L.,Caripi V.,,,2,0,04/04/2021
Futures 2021,Luria E.,Seely S.,,,2,0,04/04/2021
Futures 2021,Troche E.,Yeshaya O.,,,2,0,04/04/2021
Futures 2021,Mikhaylyuk I.,Stefani Figlia B.,,,2,0,04/04/2021
Futures 2021,Novansky M.,Galik M.,,,2,1,04/04/2021
Futures 2021,Beloborodko I.,Shchaya-Zubrov P.,,,2,0,04/04/2021
Futures 2021,Borisiouk M.,Minin M.,,,2,0,04/04/2021
Futures 2021,Ratniuk M.,Starostin M.,,,2,0,04/04/2021
Futures 2021,Bielinskyi V.,Mansilla Diez M.,,,2,1,04/04/2021
Futures 2021,Vernier M.,Parizzia N.,,,2,1,04/04/2021
Futures 2021,Marchetti F.,Neverov M.,,,2,0,04/04/2021
Futures 2021,Veremeychuk D.,Gusev D.,,,2,0,04/04/2021
Futures 2021,Kim C.,Balci O.,,,2,0,04/04/2021
Futures 2021,Pontjodikromo S.,Malgiaritta M.,,,2,0,04/04/2021
Futures 2021,Furlanetto M.,Hermans M.,,,2,0,04/04/2021
Futures 2021,Graziani E.,Arabaci M.,,,2,0,04/04/2021
Futures 2021,Hubner E.,Savelev D.,,,2,0,04/04/2021
Futures 2021,Sakellaridis M.,Karimov A.,,,2,0,04/04/2021
Futures 2021,Ben Abdennibi S.,Mazza M.,,,2,0,04/04/2021
Futures 2021,Turchetti N.,Piquerez H.,,,2,0,04/04/2021
Futures 2021,Lanik T.,Larwig N.,,,2,0,04/04/2021
Futures 2021,Guttau N.,Hopp M.,,,2,0,04/04/2021
Futures 2021,Oh S.,Sakellaridis S.,,,2,0,04/04/2021
Futures 2021,Kopp S.,Benedict L.,,,2,0,04/04/2021
Futures 2021,Albertoni D.,Link J.,,,2,0,04/04/2021
Futures 2021,Vilicich B.,Vanta V.,,,2,1,04/04/2021
Futures 2021,Graf D.,Poritzky E.,,,2,1,04/04/2021
Futures 2021,Wassermann D.,Matvievici E.,,,2,0,04/04/2021
Futures 2021,Alimli M.,Tasenkov V.,,,2,0,04/04/2021
Futures 2021,Prihodko O.,Minarik K.,,,2,0,04/04/2021
Futures 2021,Vojinovic L.,Sveridenko V.,,,2,0,04/04/2021
Futures 2021,Yamanaka T.,Moller E.,,,2,0,04/04/2021
Futures 2021,Reinberg E.,Djuric B.,,,2,0,04/04/2021
Futures 2021,Martinez L.,Felline G.,,,2,0,04/04/2021
Futures 2021,Dell'elba V.,Borroni A.,,,2,0,04/04/2021
Marbella,Vilella Martinez M.,Hoang A. (3),,,2,0,04/04/2021
Marbella,Gomez-Herrera C.,Klizan M. (7),,,2,0,04/04/2021
Marbella,Milojevic N. (6),Giannessi A.,,,1,0,04/04/2021
Marbella,Donskoy E. (1),Borg L.,,,2,0,04/04/2021
Marbella,Zapata Miralles B. (5),Gulbis E.,,,2,0,04/04/2021
Marbella,Diez S.,Gojowczyk P. (2),,,2,0,04/04/2021
Marbella,Laaksonen H. (4),Safiullin R.,,,2,1,04/04/2021
Marbella,Giustino L. (8),Marcora R.,,,2,0,04/04/2021
Oeiras 2 challenger,Rocha H.,Chappell N. (4),,,2,0,04/04/2021
Oeiras 2 challenger,Brancaccio R. (6),Gomes M.,,,2,0,04/04/2021
Oeiras 2 challenger,Furness E. (3),Yevseyev D.,,,2,1,04/04/2021
Oeiras 2 challenger,Vatutin A. (1),Slobodshikov R.,,,2,0,04/04/2021
Oeiras 2 challenger,Cachin P. (5),Heyman C.,,,2,0,04/04/2021
Oeiras 2 challenger,Andreev A. (8),Esteve Lobato E.,,,2,0,04/04/2021
Oeiras 2 challenger,Faria L.,Orlov V. (7),,,2,0,04/04/2021
Oeiras 2 challenger,Jianu F.,Uchida K. (2),,,2,0,04/04/2021
Split challenger,Klein L. (4),Brkic J.,,,2,0,04/04/2021
Split challenger,Basic M. (5),Doumbia S.,,,2,0,04/04/2021
Split challenger,Santillan A. (3),Wang T.,,,2,1,04/04/2021
Split challenger,Martineau M.,Pecotic M. (6),,,2,1,04/04/2021
Split challenger,Zekic M.,Fatic N. (8),,,2,1,04/04/2021
Split challenger,Ignatik U. (7),Veldheer M.,,,2,0,04/04/2021
Split challenger,Wu T. (2),Mikrut L.,,,2,0,04/04/2021
Split challenger,Kavcic B. (1),Barun B.,,,2,0,04/04/2021
Miami,Hurkacz H. (26),Rublev A. (4),,,2,0,04/03/2021
Marbella challenger,Munar J. (3),Vilella Martinez M.,,,2,0,04/03/2021
Marbella challenger,Mager G. (4),Giannessi A.,,,2,1,04/03/2021
Oeiras challenger,Elias G.,Furness E.,,,2,0,04/03/2021
Oeiras challenger,Kolar Z. (8),Trungelliti M.,,,2,0,04/03/2021
Futures 2021,Lehecka J.,Ehrat S.,,,2,0,04/03/2021
Futures 2021,Van Rijthoven T.,Virtanen O.,,,2,0,04/03/2021
Futures 2021,Kicker N.,Casanova H.,,,2,0,04/03/2021
Futures 2021,Ugo Carabelli C.,Rodriguez Taverna S.,,,2,1,04/03/2021
Futures 2021,Dougaz A.,Potenza L.,,,2,0,04/03/2021
Futures 2021,Agamenone F.,Marcondes I.,,,2,0,04/03/2021
Futures 2021,Hong S.,Hassan B.,,,2,1,04/03/2021
Futures 2021,Fayziev S.,Martin Tiffon P.,,,2,0,04/03/2021
Futures 2021,Chrysochos P.,Bega A.,,,2,0,04/03/2021
Futures 2021,Bellucci M.,Nijboer R.,,,2,0,04/03/2021
Futures 2021,Kaliyanda Poonacha N.,Svrcina D.,,,1,0,04/03/2021
Futures 2021,Crawford O.,Carr S.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Badon J.,Sanchez M.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Doria L.,Rodriguez Rodriguez J.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Gomez J.,Boyer D.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Leite W.,Ansari A.,,,1,0,04/03/2021
UTR Pro Tennis Series 2,Brymer G.,Hernandez Serrano J.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Sheehy J.,Van Orderlain D.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Corwin F.,Evans G.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Patino L.,Panta J.,,,2,0,04/03/2021
UTR Pro Tennis Series 2,Foster Z.,Aramburu Contreras I.,,,2,1,04/03/2021
UTR Pro Tennis Series 5,Dinev D.,Lazov A.,,,2,0,04/03/2021
UTR Pro Tennis Series 5,Ivanov S.,Dimitrov M.,,,2,1,04/03/2021
UTR Pro Tennis Series 5,Tatlot J.,Laurent T.,,,2,0,04/03/2021
UTR Pro Tennis Series 5,Marie J.,Terziev S.,,,2,0,04/03/2021
UTR Pro Tennis Series 5,Faivre P.,Prodanov D.,,,2,0,04/03/2021
UTR Pro Tennis Series 5,Dima D.,Bouquet L.,,,2,0,04/03/2021
UTR Pro Tennis Series 5,Vanshelboim E.,Madarasz G.,,,1,0,04/03/2021
UTR Pro Tennis Series 5,Snitari I.,Thanos A.,,,1,0,04/03/2021
UTR Pro Tennis Series 5,Joncour R.,Meraut T.,,,2,0,04/03/2021
Miami,Sinner J. (21),Bautista-Agut R. (7),,,2,1,04/02/2021
Miami,Rublev A. (4),Korda S.,,,2,0,04/02/2021
Marbella challenger,Munar J. (3),Daniel T. (6),,,2,1,04/02/2021
Marbella challenger,Vilella Martinez M.,Milojevic N.,,,2,0,04/02/2021
Marbella challenger,Giannessi A.,Klizan M.,,,2,0,04/02/2021
Marbella challenger,Mager G. (4),Marcora R.,,,2,1,04/02/2021
Oeiras challenger,Elias G.,Molcan A.,,,2,0,04/02/2021
Oeiras challenger,Furness E.,Brancaccio R.,,,2,1,04/02/2021
Oeiras challenger,Trungelliti M.,Sijsling I.,,,2,0,04/02/2021
Oeiras challenger,Kolar Z. (8),Cacao T.,,,2,0,04/02/2021
Futures 2021,Virtanen O.,Escoffier A.,,,1,0,04/02/2021
Futures 2021,Ehrat S.,Added D.,,,2,0,04/02/2021
Futures 2021,Lehecka J.,Gautier A.,,,2,1,04/02/2021
Futures 2021,Van Rijthoven T.,Cazaux A.,,,2,0,04/02/2021
Futures 2021,Ugo Carabelli C.,Huertas Del Pino C.,,,2,0,04/02/2021
Futures 2021,Rodriguez Taverna S.,Lama G.,,,2,0,04/02/2021
Futures 2021,Casanova H.,Kestelboim M.,,,2,1,04/02/2021
Futures 2021,Kicker N.,Pucinelli De Almeida M.,,,2,1,04/02/2021
Futures 2021,Martin Tiffon P.,Madaras D.,,,2,0,04/02/2021
Futures 2021,Fayziev S.,Gigante M.,,,2,0,04/02/2021
Futures 2021,Marcondes I.,Avidzba A.,,,2,0,04/02/2021
Futures 2021,Potenza L.,Shimabukuro S.,,,2,0,04/02/2021
Futures 2021,Chrysochos P.,Setkic A.,,,2,0,04/02/2021
Futures 2021,Hong S.,Llamas Ruiz P.,,,2,1,04/02/2021
Futures 2021,Dougaz A.,Alves M.,,,2,1,04/02/2021
Futures 2021,Agamenone F.,Barroso Campos A.,,,2,0,04/02/2021
Futures 2021,Hassan B.,Cobolli F.,,,2,0,04/02/2021
Futures 2021,Nijboer R.,Poljak D.,,,2,1,04/02/2021
Futures 2021,Bellucci M.,Ochi M.,,,2,0,04/02/2021
Futures 2021,Bega A.,Jubb P.,,,2,0,04/02/2021
Futures 2021,Svrcina D.,McHugh A.,,,2,1,04/02/2021
Futures 2021,Carr S.,Velcz Z.,,,2,1,04/02/2021
Futures 2021,Crawford O.,Kotzen A.,,,2,0,04/02/2021
Futures 2021,Kaliyanda Poonacha N.,Bocchi L.,,,2,1,04/02/2021
UTR Pro Tennis Series 2,Leite W.,Badon J.,,,2,0,04/02/2021
UTR Pro Tennis Series 2,Aramburu Contreras I.,Sanchez M.,,,2,0,04/02/2021
UTR Pro Tennis Series 2,Hernandez Serrano J.,Foster Z.,,,2,0,04/02/2021
UTR Pro Tennis Series 2,Van Orderlain D.,Gomez M.,,,2,1,04/02/2021
UTR Pro Tennis Series 2,Ansari A.,Doria L.,,,2,0,04/02/2021
UTR Pro Tennis Series 2,Brymer G.,Gomez J.,,,2,0,04/02/2021
UTR Pro Tennis Series 2,Evans G.,Boyer D.,,,2,1,04/02/2021
UTR Pro Tennis Series 2,Panta J.,Corwin F.,,,2,1,04/02/2021
UTR Pro Tennis Series 5,Vanshelboim E.,Dimitrov M.,,,2,0,04/02/2021
UTR Pro Tennis Series 5,Marie J.,Prodanov D.,,,2,0,04/02/2021
UTR Pro Tennis Series 5,Lazov A.,Joncour R.,,,2,0,04/02/2021
UTR Pro Tennis Series 5,Bouquet L.,Thanos A.,,,2,1,04/02/2021
UTR Pro Tennis Series 5,Dinev D.,Ivanov S.,,,2,0,04/02/2021
UTR Pro Tennis Series 5,Snitari I.,Terziev S.,,,2,0,04/02/2021
UTR Pro Tennis Series 5,Dzhavakian Y.,Madarasz G.,,,2,1,04/02/2021
Miami,Hurkacz H. (26),Tsitsipas S. (2),,,2,1,04/01/2021
Miami,Bautista-Agut R. (7),Medvedev D. (1),,,2,0,04/01/2021
Marbella challenger,Munar J. (3),Kopriva V.,,,2,0,04/01/2021
Marbella challenger,Milojevic N.,Janvier M.,,,2,0,04/01/2021
Marbella challenger,Vilella Martinez M.,Dzumhur D. (7),,,2,0,04/01/2021
Marbella challenger,Daniel T. (6),Gomez-Herrera C.,,,2,0,04/01/2021
Oeiras challenger,Elias G.,Ortega-Olmedo R.,,,2,1,04/01/2021
Oeiras challenger,Molcan A.,Serdarusic N.,,,2,0,04/01/2021
Oeiras challenger,Cacao T.,Moraing M.,,,2,1,04/01/2021
Oeiras challenger,Kolar Z. (8),Miedler L.,,,2,0,04/01/2021
Futures 2021,Added D.,Leshem E.,,,2,1,04/01/2021
Futures 2021,Gautier A.,Karlovskiy E.,,,2,0,04/01/2021
Futures 2021,Ehrat S.,Sels J.,,,2,1,04/01/2021
Futures 2021,Van Rijthoven T.,Riedi L.,,,2,1,04/01/2021
Futures 2021,Escoffier A.,Clarke J.,,,2,1,04/01/2021
Futures 2021,Lehecka J.,Kalenichenko D.,,,2,0,04/01/2021
Futures 2021,Cazaux A.,Kym J.,,,2,0,04/01/2021
Futures 2021,Virtanen O.,Vrbensky M.,,,2,0,04/01/2021
Futures 2021,Lama G.,Torres J.,,,2,1,04/01/2021
Futures 2021,Kestelboim M.,Dhoe B.,,,2,0,04/01/2021
Futures 2021,Pucinelli De Almeida M.,Villanueva G.,,,2,0,04/01/2021
Futures 2021,Ugo Carabelli C.,Marquiselli V.,,,2,0,04/01/2021
Futures 2021,Casanova H.,Lipovsek Puches T.,,,2,0,04/01/2021
Futures 2021,Kicker N.,Lingua Lavallen A.,,,2,0,04/01/2021
Futures 2021,Huertas Del Pino C.,Reis Da Silva J.,,,2,0,04/01/2021
Futures 2021,Rodriguez Taverna S.,Llanes F.,,,2,0,04/01/2021
Futures 2021,Alves M.,Onclin G.,,,2,1,04/01/2021
Futures 2021,Marcondes I.,Barrena A.,,,2,1,04/01/2021
Futures 2021,Dougaz A.,Klier Junior G.,,,2,0,04/01/2021
Futures 2021,Jubb P.,Moreno De Alboran N.,,,2,0,04/01/2021
Futures 2021,Agamenone F.,Melnic V.,,,2,0,04/01/2021
Futures 2021,Chrysochos P.,Roncalli S.,,,2,0,04/01/2021
Futures 2021,Bega A.,Niki T.,,,2,0,04/01/2021
Futures 2021,Nijboer R.,Malgaroli L.,,,2,0,04/01/2021
Futures 2021,Barroso Campos A.,Zhu E.,,,2,0,04/01/2021
Futures 2021,Avidzba A.,Langmo C.,,,2,1,04/01/2021
Futures 2021,Shimabukuro S.,Kasnikowski M.,,,2,1,04/01/2021
Futures 2021,Martin Tiffon P.,Houkes M.,,,2,0,04/01/2021
Futures 2021,Potenza L.,Roberts J.,,,2,0,04/01/2021
Futures 2021,Bellucci M.,Chikami S.,,,2,0,04/01/2021
Futures 2021,Poljak D.,Loffhagen G.,,,1,0,04/01/2021
Futures 2021,Setkic A.,Johnson L.,,,2,0,04/01/2021
Futures 2021,Ochi M.,Vilardo F.,,,2,0,04/01/2021
Futures 2021,Fayziev S.,Ilhan M.,,,2,1,04/01/2021
Futures 2021,Madaras D.,Michalski D.,,,2,0,04/01/2021
Futures 2021,Llamas Ruiz P.,Barreto Sanchez D.,,,2,0,04/01/2021
Futures 2021,Hassan B.,Vernier M.,,,2,0,04/01/2021
Futures 2021,Cobolli F.,Vilicich B.,,,2,0,04/01/2021
Futures 2021,Hong S.,Yamanaka T.,,,2,1,04/01/2021
Futures 2021,Gigante M.,Bobrov B.,,,2,0,04/01/2021
Futures 2021,McHugh A.,Sinha N.,,,2,1,04/01/2021
Futures 2021,Kotzen A.,Kadhe A.,,,2,0,04/01/2021
Futures 2021,Velcz Z.,Sureshkumar M.,,,2,0,04/01/2021
Futures 2021,Carr S.,Brugnerotto M.,,,2,0,04/01/2021
Futures 2021,Bocchi L.,Castelnuovo L.,,,1,0,04/01/2021
Futures 2021,Svrcina D.,Mridha J.,,,2,0,04/01/2021
Futures 2021,Kaliyanda Poonacha N.,Bergevi F.,,,2,0,04/01/2021
Futures 2021,Crawford O.,Qamar F.,,,2,0,04/01/2021
Futures 2021,Kicker N.,Carou I.,,,2,0,04/01/2021
UTR Pro Tennis Series 2,Gomez J.,Badon J.,,,2,0,04/01/2021
UTR Pro Tennis Series 2,Rodriguez Rodriguez J.,Gomez M.,,,2,0,04/01/2021
UTR Pro Tennis Series 2,Hernandez Serrano J.,Sullivan C.,,,2,0,04/01/2021
UTR Pro Tennis Series 2,Sanchez M.,Ansari A.,,,2,1,04/01/2021
UTR Pro Tennis Series 2,Leite W.,Sheehy J.,,,2,1,04/01/2021
UTR Pro Tennis Series 2,Boyer D.,Foster Z.,,,2,1,04/01/2021
UTR Pro Tennis Series 2,Panta J.,Van Orderlain D.,,,2,0,04/01/2021
UTR Pro Tennis Series 2,Patino L.,Doria L.,,,2,0,04/01/2021
UTR Pro Tennis Series 5,Genov A.,Milushev P.,,,1,0,04/01/2021
UTR Pro Tennis Series 5,Bouquet L.,Marie J.,,,2,1,04/01/2021
UTR Pro Tennis Series 5,Lazov A.,Dimitrov M.,,,2,0,04/01/2021
UTR Pro Tennis Series 5,Terziev S.,Dzhavakian Y.,,,2,0,04/01/2021
UTR Pro Tennis Series 5,Tatlot J.,Vanshelboim E.,,,2,0,04/01/2021
UTR Pro Tennis Series 5,Dima D.,Laurent T.,,,2,0,04/01/2021
UTR Pro Tennis Series 5,Madarasz G.,Faivre P.,,,2,1,04/01/2021
Miami,Sinner J. (21),Bublik A. (32),,,2,0,03/31/2021
Miami,Tsitsipas S. (2),Sonego L. (24),,,2,0,03/31/2021
Miami,Rublev A. (4),Cilic M.,,,2,0,03/31/2021
Miami,Korda S.,Schwartzman D. (5),,,2,1,03/31/2021
Marbella challenger,Klizan M.,Laaksonen H.,,,2,0,03/31/2021
Marbella challenger,Giannessi A.,Sousa P. (5),,,2,0,03/31/2021
Marbella challenger,Mager G. (4),Ymer E.,,,2,0,03/31/2021
Marbella challenger,Marcora R.,Gulbis E.,,,2,0,03/31/2021
Oeiras challenger,Furness E.,Bonadio R.,,,2,1,03/31/2021
Oeiras challenger,Trungelliti M.,Oliveira G.,,,2,0,03/31/2021
Oeiras challenger,Sijsling I.,Moroni G. (7),,,2,0,03/31/2021
Oeiras challenger,Brancaccio R.,Kuhn N.,,,2,0,03/31/2021
Futures 2021,Ehrat S.,Bellier A.,,,2,1,03/31/2021
Futures 2021,Leshem E.,De Jong J.,,,2,1,03/31/2021
Futures 2021,Kalenichenko D.,Neuchrist M.,,,2,1,03/31/2021
Futures 2021,Riedi L.,Stricker D.,,,1,0,03/31/2021
Futures 2021,Clarke J.,Vanni L.,,,2,1,03/31/2021
Futures 2021,Cazaux A.,Shimizu Y.,,,2,1,03/31/2021
Futures 2021,Escoffier A.,Feldbausch K.,,,2,0,03/31/2021
Futures 2021,Kym J.,Tiurnev E.,,,2,1,03/31/2021
Futures 2021,Karlovskiy E.,Brouwer G.,,,2,1,03/31/2021
Futures 2021,Gautier A.,Veldheer M.,,,2,0,03/31/2021
Futures 2021,Lehecka J.,Mochizuki S.,,,2,0,03/31/2021
Futures 2021,Virtanen O.,Staeheli L.,,,2,0,03/31/2021
Futures 2021,Vrbensky M.,Crepatte B.,,,2,1,03/31/2021
Futures 2021,Kestelboim M.,Egea F.,,,2,0,03/31/2021
Futures 2021,Lama G.,Cuevas M.,,,2,0,03/31/2021
Futures 2021,Llanes F.,Bianchi N.,,,2,0,03/31/2021
Futures 2021,Dhoe B.,Arreche N.,,,2,1,03/31/2021
Futures 2021,Marquiselli V.,Pieckenstainer F.,,,2,0,03/31/2021
Futures 2021,Jubb P.,Stevenson K.,,,1,0,03/31/2021
Futures 2021,Lingua Lavallen A.,Vilaro A.,,,2,0,03/31/2021
Futures 2021,Huertas Del Pino C.,Falabella L.,,,2,0,03/31/2021
Futures 2021,Moreno De Alboran N.,Boyer T.,,,2,0,03/31/2021
Futures 2021,Villanueva G.,Carraro L.,,,2,1,03/31/2021
Futures 2021,Pucinelli De Almeida M.,Farjat T.,,,2,0,03/31/2021
Futures 2021,Torres J.,Blanch D.,,,2,0,03/31/2021
Futures 2021,Malgaroli L.,Uzhylovsky V.,,,2,0,03/31/2021
Futures 2021,Alves M.,De Cuyper J.,,,1,0,03/31/2021
Futures 2021,Chrysochos P.,Okamura I.,,,2,0,03/31/2021
Futures 2021,Roncalli S.,Cias P.,,,2,0,03/31/2021
Futures 2021,Nijboer R.,Gutierrez O.,,,2,1,03/31/2021
Futures 2021,Roberts J.,Galarza J.,,,2,1,03/31/2021
Futures 2021,Marcondes I.,Naw H.,,,2,1,03/31/2021
Futures 2021,Melnic V.,Sharma N.,,,2,0,03/31/2021
Futures 2021,Llamas Ruiz P.,Vives Marcos P.,,,2,1,03/31/2021
Futures 2021,Ilhan M.,Tasenkov V.,,,2,0,03/31/2021
Futures 2021,Poljak D.,Claverie L.,,,2,1,03/31/2021
Futures 2021,Bobrov B.,Bielinskyi V.,,,2,0,03/31/2021
Futures 2021,Niki T.,Zakaryia F.,,,2,0,03/31/2021
Futures 2021,Loffhagen G.,Li H.,,,2,0,03/31/2021
Futures 2021,Barreto Sanchez D.,Berrettini J.,,,2,0,03/31/2021
Futures 2021,Yamanaka T.,Orlikowski A.,,,2,0,03/31/2021
Futures 2021,Dougaz A.,Iradukunda G.,,,2,0,03/31/2021
Futures 2021,Onclin G.,Coulibaly E.,,,2,0,03/31/2021
Futures 2021,Barroso Campos A.,Boscardin Dias P.,,,2,0,03/31/2021
Futures 2021,Barrena A.,Balzerani R.,,,2,1,03/31/2021
Futures 2021,Bega A.,Deviatiarov M.,,,2,0,03/31/2021
Futures 2021,Johnson L.,Vincent Ruggeri S.,,,2,1,03/31/2021
Futures 2021,Bellucci M.,Mukund S.,,,2,1,03/31/2021
Futures 2021,Brugnerotto M.,Vishwakarma S.,,,2,1,03/31/2021
Futures 2021,Velcz Z.,Senthilkumar M.,,,2,0,03/31/2021
Futures 2021,Potenza L.,Shevchenko A.,,,2,1,03/31/2021
Futures 2021,Avidzba A.,Tabacco G.,,,2,0,03/31/2021
Futures 2021,Gigante M.,Ozdemir S.,,,2,0,03/31/2021
Futures 2021,Cobolli F.,Tomasetto L.,,,2,0,03/31/2021
Futures 2021,Ochi M.,Metreveli A.,,,1,0,03/31/2021
Futures 2021,Chikami S.,Purtseladze S.,,,2,0,03/31/2021
Futures 2021,Setkic A.,Gengel M.,,,2,1,03/31/2021
Futures 2021,Vilardo F.,Galik M.,,,2,0,03/31/2021
Futures 2021,Houkes M.,Turchetti N.,,,2,0,03/31/2021
Futures 2021,Vilicich B.,Dancu V.,,,2,0,03/31/2021
Futures 2021,Mridha J.,Prabodh S.,,,2,0,03/31/2021
Futures 2021,Sureshkumar M.,Brown P.,,,2,0,03/31/2021
Futures 2021,Michalski D.,Weis A.,,,2,0,03/31/2021
Futures 2021,Crawford O.,Eqbal I.,,,2,1,03/31/2021
Futures 2021,Vernier M.,Woerner P.,,,2,0,03/31/2021
Futures 2021,Bergevi F.,Rawat S.,,,2,1,03/31/2021
Futures 2021,Carr S.,Goveas A.,,,2,0,03/31/2021
Futures 2021,Castelnuovo L.,Dev S.,,,2,0,03/31/2021
Futures 2021,McHugh A.,Patten H.,,,2,0,03/31/2021
Futures 2021,Sinha N.,Shanmugam A.,,,2,0,03/31/2021
Futures 2021,Kotzen A.,Duhan C.,,,2,0,03/31/2021
Futures 2021,Svrcina D.,Mehra R.,,,2,0,03/31/2021
Futures 2021,Kadhe A.,Palan D.,,,2,0,03/31/2021
Futures 2021,Ugo Carabelli C.,Darderi L.,,,2,0,03/31/2021
Futures 2021,Reis Da Silva J.,Comesana F.,,,2,0,03/31/2021
UTR Pro Tennis Series 2,Foster Z.,Sullivan C.,,,2,1,03/31/2021
UTR Pro Tennis Series 2,Evans G.,Hernandez Serrano J.,,,2,0,03/31/2021
UTR Pro Tennis Series 2,Corwin F.,Gomez M.,,,2,0,03/31/2021
UTR Pro Tennis Series 2,Rodriguez Rodriguez J.,Van Orderlain D.,,,2,0,03/31/2021
UTR Pro Tennis Series 2,Sheehy J.,Badon J.,,,2,0,03/31/2021
UTR Pro Tennis Series 2,Patino L.,Ansari A.,,,2,1,03/31/2021
UTR Pro Tennis Series 2,Brymer G.,Leite W.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Vanshelboim E.,Joncour R.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Dima D.,Dinev D.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Tatlot J.,Dimitrov M.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Thanos A.,Milushev P.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Marie J.,Genov A.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Laurent T.,Otegui J.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Madarasz G.,Snitari I.,,,2,0,03/31/2021
UTR Pro Tennis Series 5,Dzhavakian Y.,Faivre P.,,,2,1,03/31/2021
Futures 2021,Vishwakarma S.,Reddy R.,,,1,0,03/31/2021
Miami,Medvedev D. (1),Tiafoe F.,,,2,0,03/30/2021
Miami,Hurkacz H. (26),Raonic M. (12),,,2,1,03/30/2021
Miami,Bublik A. (32),Fritz T. (22),,,2,1,03/30/2021
Miami,Sinner J. (21),Ruusuvuori E.,,,2,0,03/30/2021
Miami,Bautista-Agut R. (7),Isner J. (18),,,2,1,03/30/2021
Miami,Tsitsipas S. (2),Nishikori K.,,,2,1,03/30/2021
Marbella challenger,Milojevic N.,Petrovic D.,,,2,1,03/30/2021
Marbella challenger,Dzumhur D. (7),Sanchez Izquierdo N.,,,2,0,03/30/2021
Marbella challenger,Munar J. (3),Ofner S.,,,2,0,03/30/2021
Marbella challenger,Daniel T. (6),Borg L.,,,2,0,03/30/2021
Marbella challenger,Janvier M.,Gombos N. (2),,,2,1,03/30/2021
Marbella challenger,Mager G. (4),Sanchez Jover C.,,,2,0,03/30/2021
Marbella challenger,Gomez-Herrera C.,Gimeno Valero C.,,,2,0,03/30/2021
Marbella challenger,Ymer E.,Barranco Cosano J.,,,2,0,03/30/2021
Marbella challenger,Kopriva V.,Rosol L.,,,2,1,03/30/2021
Marbella challenger,Vilella Martinez M.,Giustino L.,,,2,0,03/30/2021
Oeiras challenger,Ortega-Olmedo R.,Escobedo E. (4),,,2,0,03/30/2021
Oeiras challenger,Elias G.,Tseng C.,,,2,1,03/30/2021
Oeiras challenger,Molcan A.,Collarini A. (5),,,2,1,03/30/2021
Oeiras challenger,Serdarusic N.,Faria L.,,,2,0,03/30/2021
Oeiras challenger,Cacao T.,Lee D.,,,2,0,03/30/2021
Oeiras challenger,Moraing M.,Cabral F.,,,2,1,03/30/2021
Oeiras challenger,Miedler L.,Bourchier H.,,,2,0,03/30/2021
Oeiras challenger,Oliveira G.,Yevseyev D.,,,2,0,03/30/2021
Oeiras challenger,Brancaccio R.,Benchetrit E. (6),,,2,0,03/30/2021
Oeiras challenger,Sijsling I.,Guinard M.,,,2,0,03/30/2021
Oeiras challenger,Furness E.,Couacaud E. (2),,,2,1,03/30/2021
Oeiras challenger,Kolar Z. (8),Borges N.,,,2,1,03/30/2021
Futures 2021,Van Rijthoven T.,Andreev A.,,,2,0,03/30/2021
Futures 2021,Sels J.,Lenz J.,,,2,0,03/30/2021
Futures 2021,Added D.,Nikles J.,,,2,1,03/30/2021
Futures 2021,Rodriguez Taverna S.,Juarez F.,,,2,1,03/30/2021
